question,choices,answer,subject,llm,prompt,llm_answer,accuracy
Ukuthambekela kokufuduka kwehle ngebanga kubizwa,"['izici ezidonsanayo', 'izici ezikhululanayo', 'ukubola okukude', 'ukukhetha kokufuduka']",C,high_school_geography,"[TextBlock(text='A) izici ezidonsanayo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukuthambekela kokufuduka kwehle ngebanga kubizwa\n A)izici ezidonsanayo B)izici ezikhululanayo C)ukubola okukude D)ukukhetha kokufuduka'}]}]",A,0
"Iyiphi indawo equkethe imijondolo yabantu abahola kancane, izindawo zokuhlala zohlanga, kanye nokuwohloka okuvamile kwemodeli yezoni egxilile ye-Burgess yesimo sasemadolobheni?","['okokuqala', 'okwesibili', 'okwesithathu', 'okwesine']",A,high_school_geography,"[TextBlock(text='C) okwesithathu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi indawo equkethe imijondolo yabantu abahola kancane, izindawo zokuhlala zohlanga, kanye nokuwohloka okuvamile kwemodeli yezoni egxilile ye-Burgess yesimo sasemadolobheni?\n A)okokuqala B)okwesibili C)okwesithathu D)okwesine'}]}]",C,0
Isiphi isitatimende esiyiQiniso mayelana nowesifazane osebenza kanzima,"['Abaningi besimame basebenza kwezolimo', 'Iphesenti labesifazane abakhuthele kwezomnotho emsebenzini lehla emhlabeni wonke', 'iphesenti lokuncipha kwesamba sabesimame ', 'Abesimame bachitha amahora ngosuku besebenza ukunabesilisa kuzo zonke izifunda ngaphandle kwe Anglo America kanye ne-Austrialia']",D,high_school_geography,"[TextBlock(text='A) Abaningi besifazane basebenza kwezolimo\n\nThis is the correct answer because globally, agriculture remains the largest employer of women, particularly in developing countries. Women make up a significant portion of the agricultural workforce, especially in regions like Africa and Asia where subsistence farming is common.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isiphi isitatimende esiyiQiniso mayelana nowesifazane osebenza kanzima\n A)Abaningi besimame basebenza kwezolimo B)Iphesenti labesifazane abakhuthele kwezomnotho emsebenzini lehla emhlabeni wonke C)iphesenti lokuncipha kwesamba sabesimame  D)Abesimame bachitha amahora ngosuku besebenza ukunabesilisa kuzo zonke izifunda ngaphandle kwe Anglo America kanye ne-Austrialia'}]}]",A,0
Zonke izici ezilandelayo zingabhekwa njengezici zokudonsa zokufuduka NGAPHANDLE,"['Ukuphepha', 'isimo sezulu esingcono', 'izikole ezingcono', 'ukugcwala']",D,high_school_geography,"[TextBlock(text='D) ukugcwala', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zonke izici ezilandelayo zingabhekwa njengezici zokudonsa zokufuduka NGAPHANDLE\n A)Ukuphepha B)isimo sezulu esingcono C)izikole ezingcono D)ukugcwala'}]}]",D,1
Yiliphi kwamazwe alandelayo ANGENASO isibonelo esaziwayo somngcele we-relict?,"['i-Vietnam', 'i-United Kingdom', 'iGermany', 'iBolivia']",D,high_school_geography,"[TextBlock(text='D) iBolivia', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yiliphi kwamazwe alandelayo ANGENASO isibonelo esaziwayo somngcele we-relict?\n A)i-Vietnam B)i-United Kingdom C)iGermany D)iBolivia'}]}]",D,1
Iluphi uhlobo lokufuduka lapha ngezansi abasebenzi basemapulazini abasuka kwelinye izwe okungenzeka ukuthi bayalusebenzisa phakathi nonyaka?,"['ukufukuda kwamaketango', 'ukufukuda kwamaqoqo', 'ukufuduka okuyisiyingi', 'ukufuduka kwamanye amazwe']",C,high_school_geography,"[TextBlock(text='B) ukufukuda kwamaqoqo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iluphi uhlobo lokufuduka lapha ngezansi abasebenzi basemapulazini abasuka kwelinye izwe okungenzeka ukuthi bayalusebenzisa phakathi nonyaka?\n A)ukufukuda kwamaketango B)ukufukuda kwamaqoqo C)ukufuduka okuyisiyingi D)ukufuduka kwamanye amazwe'}]}]",B,0
Yikuphi kokulandelayo okungamandla amaphakathi ezweni?,"['Ukwhlukana kwenkolo', 'iholidi likazwelonke', 'ukuhlaselwa elinye izwe', 'umholi othandekayo ']",A,high_school_geography,"[TextBlock(text='B) iholidi likazwelonke', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okungamandla amaphakathi ezweni?\n A)Ukwhlukana kwenkolo B)iholidi likazwelonke C)ukuhlaselwa elinye izwe D)umholi othandekayo '}]}]",B,0
Ukuhlala kwasekuqaleni kanye nokuminyana kwabantu okuphezulu ezindaweni ezisogwini nasemifuleni kubangelwe kangcono yikuphi kokulandelayo?,"['i-Mediterranean climate', 'ikhava yehlathi elinganiselwe', 'ukukhula komkhiqizo', 'ukufinyelela emizileni yokuhweba']",D,high_school_geography,"[TextBlock(text='D) ukufinyelela emizileni yokuhweba', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukuhlala kwasekuqaleni kanye nokuminyana kwabantu okuphezulu ezindaweni ezisogwini nasemifuleni kubangelwe kangcono yikuphi kokulandelayo?\n A)i-Mediterranean climate B)ikhava yehlathi elinganiselwe C)ukukhula komkhiqizo D)ukufinyelela emizileni yokuhweba'}]}]",D,1
Isigaba sokuqala sombukiso wenguquko yabantu,"['amazinga okuzalwa aphezulu namazinga okufa aphezulu kodwa ashintshashintshayo.', 'amazinga okuzalwa ehla namazinga aphezulu okufa aqhubekayo.', 'amazinga okuzalwa aphansi namazinga aphezulu okufa aqhubekayo.', 'amazinga okuzalwa aphezulu namazinga okufa ehla.']",A,high_school_geography,"[TextBlock(text='A) amazinga okuzalwa aphezulu namazinga okufa aphezulu kodwa ashintshashintshayo.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isigaba sokuqala sombukiso wenguquko yabantu\n A)amazinga okuzalwa aphezulu namazinga okufa aphezulu kodwa ashintshashintshayo. B)amazinga okuzalwa ehla namazinga aphezulu okufa aqhubekayo. C)amazinga okuzalwa aphansi namazinga aphezulu okufa aqhubekayo. D)amazinga okuzalwa aphezulu namazinga okufa ehla.'}]}]",A,1
Sithini isibalo sabantu esisitshela izinga lokuzala lapho inani labantu liyoba nabantwana abanele ukuze bathathe indawo yabazali futhi banxephezele ukufa ngaphambi kwesikhathi?,"['izinga lokuzalwa elingahluziwe', 'izinga lokushintsha', 'izinga lokufa', 'inani eliphele lokuzala']",B,high_school_geography,"[TextBlock(text='B) izinga lokushintsha', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Sithini isibalo sabantu esisitshela izinga lokuzala lapho inani labantu liyoba nabantwana abanele ukuze bathathe indawo yabazali futhi banxephezele ukufa ngaphambi kwesikhathi?\n A)izinga lokuzalwa elingahluziwe B)izinga lokushintsha C)izinga lokufa D)inani eliphele lokuzala'}]}]",B,1
Iyiphi inkolo ekhula ngokushesha kakhulu e-United States namuhla?,"['i-Islam', 'ubuKrestu', 'iHinduism', 'ubuBhuddha']",A,high_school_geography,"[TextBlock(text='A) i-Islam', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi inkolo ekhula ngokushesha kakhulu e-United States namuhla?\n A)i-Islam B)ubuKrestu C)iHinduism D)ubuBhuddha'}]}]",A,1
Indawo engaphandle ehlinzekwa yisikhungo sedolobha ibizwa ngokuthi a,"['indawo yokukhanya okubomvu ', 'umbundu', 'ububanzi', 'ihinterland.']",D,high_school_geography,"[TextBlock(text='D) ihinterland', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Indawo engaphandle ehlinzekwa yisikhungo sedolobha ibizwa ngokuthi a\n A)indawo yokukhanya okubomvu  B)umbundu C)ububanzi D)ihinterland.'}]}]",D,1
Incazelo engcono kakhulu yendawo yasemadolobheni ithi,"['idolobha elimaphakathi nezindawo zalo ezithuthukile.', 'idolobha elimaphakathi nezindawo ezizungezile.', 'idolobha eliphakathi nendawo yalo', 'idolobha elimaphakathi nezifunda eziseduze.']",B,high_school_geography,"[TextBlock(text='B) idolobha elimaphakathi nezindawo ezizungezile.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Incazelo engcono kakhulu yendawo yasemadolobheni ithi\n A)idolobha elimaphakathi nezindawo zalo ezithuthukile. B)idolobha elimaphakathi nezindawo ezizungezile. C)idolobha eliphakathi nendawo yalo D)idolobha elimaphakathi nezifunda eziseduze.'}]}]",B,1
Iyiphi kulezi zinkolo ezilandelayo eyavela kuqala?,"['i-Buddhism', 'ubukrestu', 'i-Islam', 'iHinduism']",D,high_school_geography,"[TextBlock(text='D) iHinduism', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi kulezi zinkolo ezilandelayo eyavela kuqala?\n A)i-Buddhism B)ubukrestu C)i-Islam D)iHinduism'}]}]",D,1
Yikuphi kokulandelayo OKUNGESONA isimilo samadolobha omhlaba?,"['Amadolobha omhlaba aqukethe indlunkulu yezinkampani zamazwe ngamazwe.', 'Amadolobha omhlaba axhumeke kahle kumadolobha omhlaba asezingeni lesibili.', 'Amadolobha omhlaba aqukethe amahhovisi amaningi ezinhlangano zamazwe ngamazwe.', 'Amadolobha omhlaba atholakala kuphela ezindaweni ezisenyakatho nentshonalanga.']",D,high_school_geography,"[TextBlock(text='D) Amadolobha omhlaba atholakala kuphela ezindaweni ezisenyakatho nentshonalanga.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo OKUNGESONA isimilo samadolobha omhlaba?\n A)Amadolobha omhlaba aqukethe indlunkulu yezinkampani zamazwe ngamazwe. B)Amadolobha omhlaba axhumeke kahle kumadolobha omhlaba asezingeni lesibili. C)Amadolobha omhlaba aqukethe amahhovisi amaningi ezinhlangano zamazwe ngamazwe. D)Amadolobha omhlaba atholakala kuphela ezindaweni ezisenyakatho nentshonalanga.'}]}]",D,1
Iluphi uhlobo lwesistimu yezokuthutha oludale iphethini yedolobha emise okwenkanyezi?,"['Imigwaqo emikhulu eya ezikhumulweni zezindiza exhumanisa amadolobha', 'Imigwaqo emikhulu exhumanisa amadolobha', 'Amabhande azungeze amadolobha', 'Imigqa ye-Streetcar kanye ne-trolley esuka ku-CBD']",D,high_school_geography,"[TextBlock(text='B) Imigwaqo emikhulu exhumanisa amadolobha', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iluphi uhlobo lwesistimu yezokuthutha oludale iphethini yedolobha emise okwenkanyezi?\n A)Imigwaqo emikhulu eya ezikhumulweni zezindiza exhumanisa amadolobha B)Imigwaqo emikhulu exhumanisa amadolobha C)Amabhande azungeze amadolobha D)Imigqa ye-Streetcar kanye ne-trolley esuka ku-CBD'}]}]",B,0
Isiphi isilungiselelo esingezansi sase-US ongalindela ukuthola imiphakathi ehleliwe?,"['I-Ghetto', 'Amadolobha ', 'i-CBD', 'Izindawo zoshintsho']",B,high_school_geography,"[TextBlock(text='B) Amadolobha', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isiphi isilungiselelo esingezansi sase-US ongalindela ukuthola imiphakathi ehleliwe?\n A)I-Ghetto B)Amadolobha  C)i-CBD D)Izindawo zoshintsho'}]}]",B,1
Izixhumanisi ze-latitude ne-longitude zendawo ziyisibonelo se,"['isonto elisemthethweni', 'inkolo esebenzayo', 'indawo ephelele', 'indawo ehlobene.']",C,high_school_geography,"[TextBlock(text='A) isonto elisemthethweni', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Izixhumanisi ze-latitude ne-longitude zendawo ziyisibonelo se\n A)isonto elisemthethweni B)inkolo esebenzayo C)indawo ephelele D)indawo ehlobene.'}]}]",A,0
Inhlangano yokuzithandela yamazwe amathathu noma ngaphezulu azimisele ukudela isilinganiso esithile sobukhosi ibizwa ngokuthi,"['ubuzwe', 'ukuzinikela', 'i-supranationalism', 'ukuphelelisana']",C,high_school_geography,"[TextBlock(text='C) i-supranationalism', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Inhlangano yokuzithandela yamazwe amathathu noma ngaphezulu azimisele ukudela isilinganiso esithile sobukhosi ibizwa ngokuthi\n A)ubuzwe B)ukuzinikela C)i-supranationalism D)ukuphelelisana'}]}]",C,1
Isici esiyinhloko uThomas Malthus ehlulekile ukuqaphela kumbono wakhe wabantu kwaba,"['inani labantu lilinganiselwe ngezindlela zabo zokuziphilisa.', 'yonke imiphakathi inamandla okwanda ngaphezu kwezinga langempela lokunyuka.', 'izimpi nendlala kuvimbela ikhono lokuzala labantu.', 'ikhono lobuchwepheshe lokukhulisa amandla okuthwala oMhlaba.']",D,high_school_geography,"[TextBlock(text='D) ikhono lobuchwepheshe lokukhulisa amandla okuthwala oMhlaba.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isici esiyinhloko uThomas Malthus ehlulekile ukuqaphela kumbono wakhe wabantu kwaba\n A)inani labantu lilinganiselwe ngezindlela zabo zokuziphilisa. B)yonke imiphakathi inamandla okwanda ngaphezu kwezinga langempela lokunyuka. C)izimpi nendlala kuvimbela ikhono lokuzala labantu. D)ikhono lobuchwepheshe lokukhulisa amandla okuthwala oMhlaba.'}]}]",D,1
Yiziphi izinkolo ezimbili eziyizinkolo ezihlanganisa umhlaba wonke?,"['Islam kanye nobuJuda', 'UbuJuda nobuBuddha', 'i-Hinduism nobuBuddha', 'UbuKristu nobuBuddha']",D,high_school_geography,"[TextBlock(text='A) Islam kanye nobuJuda', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yiziphi izinkolo ezimbili eziyizinkolo ezihlanganisa umhlaba wonke?\n A)Islam kanye nobuJuda B)UbuJuda nobuBuddha C)i-Hinduism nobuBuddha D)UbuKristu nobuBuddha'}]}]",A,0
Iyiphi imodeli yasemadolobheni ebonisa ukuthi izindawo zokuhlala eziqashisayo zikhulela ngaphandle ukusuka enkabeni yedolobha eduze kwemigwaqo emikhulu lapho izakhamuzi eziqashisayo eziphansi zithatha izintambo ngokulandelana kwazo?,"['imodeli ye-concentric zone', 'Imodeli yendawo emaphakathi', 'Imodeli yezindawo zasemadolobheni', 'imodeli yomkhakha']",D,high_school_geography,"[TextBlock(text='A) imodeli ye-concentric zone', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi imodeli yasemadolobheni ebonisa ukuthi izindawo zokuhlala eziqashisayo zikhulela ngaphandle ukusuka enkabeni yedolobha eduze kwemigwaqo emikhulu lapho izakhamuzi eziqashisayo eziphansi zithatha izintambo ngokulandelana kwazo?\n A)imodeli ye-concentric zone B)Imodeli yendawo emaphakathi C)Imodeli yezindawo zasemadolobheni D)imodeli yomkhakha'}]}]",A,0
"Uma izwe lihlanganisa inkolo yalo nohulumeni walo, libizwa ngokuthi a","['ukulawula', 'umbuso ongokwasezulwini', 'intando yeningi', 'umbuso wentando yeningi']",B,high_school_geography,"[TextBlock(text='B) umbuso ongokwasezulwini', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Uma izwe lihlanganisa inkolo yalo nohulumeni walo, libizwa ngokuthi a\n A)ukulawula B)umbuso ongokwasezulwini C)intando yeningi D)umbuso wentando yeningi'}]}]",B,1
Iyiphi inkolo eyinhloko eyenziwa eYurophu?,"['ubukrestu', 'i-Islam', 'i-Hinduism', 'I-Animism']",A,high_school_geography,"[TextBlock(text='A) ubukrestu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi inkolo eyinhloko eyenziwa eYurophu?\n A)ubukrestu B)i-Islam C)i-Hinduism D)I-Animism'}]}]",A,1
Iliphi iqembu elamisa isivumelwano sokuqala esiphumelelayo empumalanga ye-United States?,"['iFrance', 'IsiBritish (isiNgisi, isiScotch-Irish, isiWelsh, isiScottish)', 'iRussian', 'amaShayina']",B,high_school_geography,"[TextBlock(text='B) IsiBritish (isiNgisi)', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iliphi iqembu elamisa isivumelwano sokuqala esiphumelelayo empumalanga ye-United States?\n A)iFrance B)IsiBritish (isiNgisi C)isiScotch-Irish D)isiWelsh'}]}]",B,1
"Iphiramidi labantu, noma isakhiwo sobulili obudala, sibonisa lonke ulwazi olulandelayo mayelana nenani labantu bezwe NGAPHANDLE","['Izidingo zesikhathi esizayo zokusetshenziswa kwemali kwezenhlalo yabantu.', 'umthelela ""wokukhula kwezingane"" kubantu.', 'umthelela wezimpi kubantu.', 'ukuboniswa okusheshayo okubonakalayo kwezibalo zezwe.']",B,high_school_geography,"[TextBlock(text='A) Izidingo zesikhathi esizayo zokusetshenziswa kwemali kwezenhlalo yabantu.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iphiramidi labantu, noma isakhiwo sobulili obudala, sibonisa lonke ulwazi olulandelayo mayelana nenani labantu bezwe NGAPHANDLE\n A)Izidingo zesikhathi esizayo zokusetshenziswa kwemali kwezenhlalo yabantu. B)umthelela ""wokukhula kwezingane"" kubantu. C)umthelela wezimpi kubantu. D)ukuboniswa okusheshayo okubonakalayo kwezibalo zezwe.'}]}]",A,0
Umfula iRhine uyisibonelo saluphi uhlobo lomngcele?,"['ijomethri', 'okwenziwayo', 'okwemvelo', 'iRelict']",C,high_school_geography,"[TextBlock(text='C) okwemvelo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Umfula iRhine uyisibonelo saluphi uhlobo lomngcele?\n A)ijomethri B)okwenziwayo C)okwemvelo D)iRelict'}]}]",C,1
Iluphi uhlobo lomsebenzi wezomnotho osondelene kakhulu nendawo ebonakalayo?,"['okuyisisekelo', 'okwesibili', 'itheshiyari', 'iQuatenary']",A,high_school_geography,"[TextBlock(text='A) okuyisisekelo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iluphi uhlobo lomsebenzi wezomnotho osondelene kakhulu nendawo ebonakalayo?\n A)okuyisisekelo B)okwesibili C)itheshiyari D)iQuatenary'}]}]",A,1
Iningi labasebenzi emazweni aseduze cishe baqashwe kuluphi uhlobo lwemisebenzi?,"['okuyisisekelo', 'okwesibili', 'itheshiyari', 'iQuatenary']",A,high_school_geography,"[TextBlock(text='A) okuyisisekelo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iningi labasebenzi emazweni aseduze cishe baqashwe kuluphi uhlobo lwemisebenzi?\n A)okuyisisekelo B)okwesibili C)itheshiyari D)iQuatenary'}]}]",A,1
Konke lokhu okulandelayo yimisebenzi engeyona eyesisekelo edolobheni NGAPHANDLE,"['isicishamlilo sedolobha', 'usonhlalakahle', 'isihlanzi esomile', 'isisebenzi sefektri yezingubo.']",D,high_school_geography,"[TextBlock(text='C) isihlanzi esomile\n\nThe correct answer is C) isihlanzi esomile (dry cleaner). This is because dry cleaning is not considered a basic urban service, while firefighting (isicishamlilo), social work (usonhlalakahle), and clothing factory work (isisebenzi sefektri yezingubo) are all essential urban services or typical urban occupations.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Konke lokhu okulandelayo yimisebenzi engeyona eyesisekelo edolobheni NGAPHANDLE\n A)isicishamlilo sedolobha B)usonhlalakahle C)isihlanzi esomile D)isisebenzi sefektri yezingubo.'}]}]",C,0
Ama-Transnational corporations asabalalisa imisebenzi yawo,"['ukukhiqiza izimpahla lapho izindleko zokukhiqiza ziphezulu kakhulu.', 'ukwenza izinsiza ze-accounting kanye nocwaningo lapho ukonga.', 'ngokusekelwe enzuzweni yokuqhathanisa.', 'nendlunkulu etholakala kuma-LDC.']",C,high_school_geography,"[TextBlock(text='C) ngokusekelwe enzuzweni yokuqhathanisa.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ama-Transnational corporations asabalalisa imisebenzi yawo\n A)ukukhiqiza izimpahla lapho izindleko zokukhiqiza ziphezulu kakhulu. B)ukwenza izinsiza ze-accounting kanye nocwaningo lapho ukonga. C)ngokusekelwe enzuzweni yokuqhathanisa. D)nendlunkulu etholakala kuma-LDC.'}]}]",C,1
Yikuphi kokulandelayo okuhlobene OKUNCANE nokuthuthukiswa kwezindawo ze-alluvial?,"['Isembozo esijulile sezinto ezixekethile', 'Ubuningi bemithambeka ethambile', 'zikhukhula njalo', 'Ukuhlukaniswa okujulile nokuguguleka']",D,high_school_geography,"[TextBlock(text='A) Isembozo esijulile sezinto ezixekethile', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okuhlobene OKUNCANE nokuthuthukiswa kwezindawo ze-alluvial?\n A)Isembozo esijulile sezinto ezixekethile B)Ubuningi bemithambeka ethambile C)zikhukhula njalo D)Ukuhlukaniswa okujulile nokuguguleka'}]}]",A,0
Yikuphi kokulandelayo okwazi ukuzimela kancane ngezinsiza zemvelo ezidingekayo embonini yesimanje?,"['i-United States', 'iJapan', 'iFrance', 'i-United Kingdom']",B,high_school_geography,"[TextBlock(text='A) i-United States', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okwazi ukuzimela kancane ngezinsiza zemvelo ezidingekayo embonini yesimanje?\n A)i-United States B)iJapan C)iFrance D)i-United Kingdom'}]}]",A,0
Omunye wemiphumela yokuma kwempumalanga nentshonalanga yesistimu yezintaba ze-Alpine kanye namathafa asenyakatho yeYurophu esentshonalanga nemaphakathi ukuthi,"['ikhawulela isimo sezulu sasolwandle saseYurophu ezindaweni ezisogwini', 'inikeza umhubhe wokuxhumana phakathi kweningizimu nenyakatho yeYurophu', 'ivumela izimo zezulu ezifana nolwandle ukuthi zinabele ngasempumalanga eJalimane nasePoland', 'kuvimbela ngempumelelo ukuhamba kwabantu phakathi kwezingxenye zesifunda saseMedithera']",C,high_school_geography,"[TextBlock(text='C) ivumela izimo zezulu ezifana nolwandle ukuthi zinabele ngasempumalanga eJalimane nasePoland', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Omunye wemiphumela yokuma kwempumalanga nentshonalanga yesistimu yezintaba ze-Alpine kanye namathafa asenyakatho yeYurophu esentshonalanga nemaphakathi ukuthi\n A)ikhawulela isimo sezulu sasolwandle saseYurophu ezindaweni ezisogwini B)inikeza umhubhe wokuxhumana phakathi kweningizimu nenyakatho yeYurophu C)ivumela izimo zezulu ezifana nolwandle ukuthi zinabele ngasempumalanga eJalimane nasePoland D)kuvimbela ngempumelelo ukuhamba kwabantu phakathi kwezingxenye zesifunda saseMedithera'}]}]",C,1
Ithempeli elikhulu lamaHindu elake lakhiwa litholakala kulo,"['iCalcutta', 'iBombay', 'iCambodia', 'iBali']",C,high_school_geography,"[TextBlock(text='C) iCambodia', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ithempeli elikhulu lamaHindu elake lakhiwa litholakala kulo\n A)iCalcutta B)iBombay C)iCambodia D)iBali'}]}]",C,1
Yiliphi igama elichaza amandla ahlanganisa futhi aqinise izwe?,"['ukusabalalisa', 'i-entrifugal', 'icentripetal', 'i-Ethnocentric']",C,high_school_geography,"[TextBlock(text='C) icentripetal', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yiliphi igama elichaza amandla ahlanganisa futhi aqinise izwe?\n A)ukusabalalisa B)i-entrifugal C)icentripetal D)i-Ethnocentric'}]}]",C,1
Isiphi kwezitatimende ezilandelayo esichaza kangcono ukusetshenziswa kwe-S-curve?,"['Igrafu ye-Bantu migration', 'Igrafu yokukhula kwenani labantu kusukela baqala ukuvela eMhlabeni', 'Ishadi elibonisa ukuthi amadolobha ahlotshaniswa kanjani ngokususelwe kubukhulu bomphakathi wawo', 'Imodeli ekhombisa ukwehla kokukhula kwesibalo sabantu emazweni amaningana ngemuva kokuba ethuthuke ezimbonini']",D,high_school_geography,"[TextBlock(text='D) Imodeli ekhombisa ukwehla kokukhula kwesibalo sabantu emazweni amaningana ngemuva kokuba ethuthuke ezimbonini', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Isiphi kwezitatimende ezilandelayo esichaza kangcono ukusetshenziswa kwe-S-curve?\n A)Igrafu ye-Bantu migration B)Igrafu yokukhula kwenani labantu kusukela baqala ukuvela eMhlabeni C)Ishadi elibonisa ukuthi amadolobha ahlotshaniswa kanjani ngokususelwe kubukhulu bomphakathi wawo D)Imodeli ekhombisa ukwehla kokukhula kwesibalo sabantu emazweni amaningana ngemuva kokuba ethuthuke ezimbonini'}]}]",D,1
Iyiphi kulezi zinto ezilandelayo ENGENAYO inselele kuhulumeni?,"['Izinkampani zamazwe ngamazwe', 'i-EU', 'Inhlangano Yezohwebo Yomhlaba', 'inethiwekhi enhle yezokuthutha']",D,high_school_geography,"[TextBlock(text='D) inethiwekhi enhle yezokuthutha', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iyiphi kulezi zinto ezilandelayo ENGENAYO inselele kuhulumeni?\n A)Izinkampani zamazwe ngamazwe B)i-EU C)Inhlangano Yezohwebo Yomhlaba D)inethiwekhi enhle yezokuthutha'}]}]",D,1
"Amaqembu ezemidlalo esizwe, amafulege, amaculo esizwe, namaholide ezwe konke kuyakhuthazwa","['ubuzwe', 'ukuhlukana kwezinhlelo', 'izinxushunxushu zezombangazwe', 'impikiswano yokusebenza']",A,high_school_geography,"[TextBlock(text='A) ubuzwe', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Amaqembu ezemidlalo esizwe, amafulege, amaculo esizwe, namaholide ezwe konke kuyakhuthazwa\n A)ubuzwe B)ukuhlukana kwezinhlelo C)izinxushunxushu zezombangazwe D)impikiswano yokusebenza'}]}]",A,1
"Ibizwa ngokuthi inqubo lapho abantu bokufika bafunda khona izindinganiso, ulimi, namasiko ezwe labo elisha","['ukufanisa', 'ukuzalanisa', 'Ukwamukela isimo', 'ukuhlanganiswa']",B,high_school_geography,"[TextBlock(text='C) Ukwamukela isimo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ibizwa ngokuthi inqubo lapho abantu bokufika bafunda khona izindinganiso, ulimi, namasiko ezwe labo elisha\n A)ukufanisa B)ukuzalanisa C)Ukwamukela isimo D)ukuhlanganiswa'}]}]",C,0
"Ikuphi kulokhu okulandelayo lapho umuntu angabonisa khona ngokunembe kakhulu ibanga lendawo, isiqondiso sangempela, usayizi wangempela, nesimo sangempela?","['Ukuqagela kwe-Mercator', 'iglubha', 'I-conic projection', 'Ukuqagela kwe-gnomonic']",B,high_school_geography,"[TextBlock(text=""B) iglubha\n\nThe globe (iglubha) is the most accurate representation of Earth's surface as it maintains true distance, direction, size, and shape. Unlike map projections (like Mercator, conic, or gnomonic) which distort one or more of these properties, a globe is a scaled-down, three-dimensional model of Earth that preserves all geographic relationships."", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ikuphi kulokhu okulandelayo lapho umuntu angabonisa khona ngokunembe kakhulu ibanga lendawo, isiqondiso sangempela, usayizi wangempela, nesimo sangempela?\n A)Ukuqagela kwe-Mercator B)iglubha C)I-conic projection D)Ukuqagela kwe-gnomonic'}]}]",,0
Yikuphi kokulandelayo okungabhekwa njengomsebenzi wendawo osezingeni eliphezulu?,"['Isitolo segrosa iWinn- Dixie', 'Umdayisi weMercedes-Benz', 'Isitolo sezicathulo', 'udokotela womndeni']",B,high_school_geography,"[TextBlock(text='B) Umdayisi weMercedes-Benz', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi kokulandelayo okungabhekwa njengomsebenzi wendawo osezingeni eliphezulu?\n A)Isitolo segrosa iWinn- Dixie B)Umdayisi weMercedes-Benz C)Isitolo sezicathulo D)udokotela womndeni'}]}]",B,1
