question,choices,answer,subject,llm,prompt,llm_answer,accuracy
Ndechipi chezvinyorwa zviri pasi chechokwadi pamusoro pemadzimai anoshanda,"['vakadzi vazhinji vanoshanda mukurima', 'chikamu chemadzimai kubva muzana chakadzikira  mukushanda mabasa ehupfumi pasi rose', 'chikamu chemadzimai kubva muzana chakadzikira mumabasa ekushanda ', 'madzimai anopedza nguva yakareba pazuva vachishanda kudarika varume munzvimbo dzose kunze kwe Anglo American ne Australia']",D,high_school_geography,"[TextBlock(text='A) vakadzi vazhinji vanoshanda mukurima', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chezvinyorwa zviri pasi chechokwadi pamusoro pemadzimai anoshanda\n A)vakadzi vazhinji vanoshanda mukurima B)chikamu chemadzimai kubva muzana chakadzikira  mukushanda mabasa ehupfumi pasi rose C)chikamu chemadzimai kubva muzana chakadzikira mumabasa ekushanda  D)madzimai anopedza nguva yakareba pazuva vachishanda kudarika varume munzvimbo dzose kunze kwe Anglo American ne Australia'}]}]",A,0
Zvinhu zvose zvinotevera zvinogona kunzi zvinokweva vanhu pakutama kunze kwe,"['kuchengetedzeka.', 'mamiriro ekunze akanaka.', 'zvikoro zvakanaka.', 'kutsikinyidzana']",D,high_school_geography,"[TextBlock(text='A) kuchengetedzeka', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zvinhu zvose zvinotevera zvinogona kunzi zvinokweva vanhu pakutama kunze kwe\n A)kuchengetedzeka. B)mamiriro ekunze akanaka. C)zvikoro zvakanaka. D)kutsikinyidzana'}]}]",A,0
Ndeipi yenyika dzinotevera isina muganhu unozivikanwa?,"['Vietnam', 'United kingdom', 'Germany', 'Bolivia']",D,high_school_geography,"[TextBlock(text='A) Vietnam', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeipi yenyika dzinotevera isina muganhu unozivikanwa?\n A)Vietnam B)United kingdom C)Germany D)Bolivia'}]}]",A,0
Nderupi rudzi rwekutama pasi apo rungange rwuchiitwa nevashandi vemumapurazi vanobva kunedzimwe nyika mukati megore?,"['kutama uchitevera vamwe', 'kutama nehuwandu', 'kutama tama munzvimbo uchidzokorodza kwawakamboenda', 'kutama kwekuneda kune dzimwe nyika.']",C,high_school_geography,"[TextBlock(text='B) kutama nehuwandu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nderupi rudzi rwekutama pasi apo rungange rwuchiitwa nevashandi vemumapurazi vanobva kunedzimwe nyika mukati megore?\n A)kutama uchitevera vamwe B)kutama nehuwandu C)kutama tama munzvimbo uchidzokorodza kwawakamboenda D)kutama kwekuneda kune dzimwe nyika.'}]}]",B,0
Nderipi simba repakati rinowanikwa munyika pane zvinotevera,"['kusiyana kwechitendero', 'Zororo renyika', 'Kurwiswa neimwe nyika', 'Mutungamiri wenyika anoshamisa neuchenjeri']",A,high_school_geography,"[TextBlock(text='A) kusiyana kwechitendero', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nderipi simba repakati rinowanikwa munyika pane zvinotevera\n A)kusiyana kwechitendero B)Zororo renyika C)Kurwiswa neimwe nyika D)Mutungamiri wenyika anoshamisa neuchenjeri'}]}]",A,1
Pekugara kwekutanga uye kuwanda kwehuwandu hwevanhu mumahombekombe egungwa nenzizi zvinonyanyo konzerwa nei pane zvinotevera.,"['Mamiriro ekunze ekumediterranean', 'kushomeka kwechifukidziro chamasango', 'kuwedzera kokugadzirwa kwezvinhu', 'kuwana nzira dzekutengeserana']",D,high_school_geography,"[TextBlock(text='A) Mamiriro ekunze ekumediterranean', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pekugara kwekutanga uye kuwanda kwehuwandu hwevanhu mumahombekombe egungwa nenzizi zvinonyanyo konzerwa nei pane zvinotevera.\n A)Mamiriro ekunze ekumediterranean B)kushomeka kwechifukidziro chamasango C)kuwedzera kokugadzirwa kwezvinhu D)kuwana nzira dzekutengeserana'}]}]",A,0
Chinhanho chekutanga che demographic transition chinoratidza,"['Mwero wekuzvarwa kwevanhu wakakwira une mwero wekufa kwevanhu unochinja-chinja', 'Kudzikira kwemwero wekuzvarwa kwevanhu une kuenderera kwekukwira kwemwero wekufa kwevanhu.', 'mwero wekuzvara kwevanhu wakadzika unekuenderera kwekukwira kwemwero wekufa', 'mwero wekuzvara kwevanhu wakakwirira une kudzika kwemwero wekufa kwevanhu.']",A,high_school_geography,"[TextBlock(text='A) Mwero wekuzvarwa kwevanhu wakakwira une mwero wekufa kwevanhu unochinja-chinja', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Chinhanho chekutanga che demographic transition chinoratidza\n A)Mwero wekuzvarwa kwevanhu wakakwira une mwero wekufa kwevanhu unochinja-chinja B)Kudzikira kwemwero wekuzvarwa kwevanhu une kuenderera kwekukwira kwemwero wekufa kwevanhu. C)mwero wekuzvara kwevanhu wakadzika unekuenderera kwekukwira kwemwero wekufa D)mwero wekuzvara kwevanhu wakakwirira une kudzika kwemwero wekufa kwevanhu.'}]}]",A,1
Ndeupi huwandu hwevanhu hunotiudza mwero wembereko iyo vanhu vanongozvara zvakakwana kutsividza vabereki uye kutsiva vanofa vachiri vadiki?,"['Chikamu chevana vanozvarwa vari vapenyu muhuwandu mukati megore.', 'Chikamu chekutsiva vanhu', 'mwero wekufa kwevanhu gore roga roga', 'Mwero wenhamba yevana vanozvarwa nemukadzi muhupenyu hwake hwose']",B,high_school_geography,"[TextBlock(text='B) Chikamu chekutsiva vanhu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeupi huwandu hwevanhu hunotiudza mwero wembereko iyo vanhu vanongozvara zvakakwana kutsividza vabereki uye kutsiva vanofa vachiri vadiki?\n A)Chikamu chevana vanozvarwa vari vapenyu muhuwandu mukati megore. B)Chikamu chekutsiva vanhu C)mwero wekufa kwevanhu gore roga roga D)Mwero wenhamba yevana vanozvarwa nemukadzi muhupenyu hwake hwose'}]}]",B,1
Ndechipi chitendero chiri kukura zvakanyanya mu United States nhasi?,"['ChiIslam', 'Chikirisitu', 'ChiHindu', 'ChiBhudha']",A,high_school_geography,"[TextBlock(text='A) ChiIslam', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chitendero chiri kukura zvakanyanya mu United States nhasi?\n A)ChiIslam B)Chikirisitu C)ChiHindu D)ChiBhudha'}]}]",A,1
Nzvimbo yekunze inoshandirwa nenzvimbo yemudhorobha inonzi,"['redline area', 'chikumbaridzo', 'range', 'Nzvimbo iri mhiri kwegungwa kana kumahombekombe kwerwizi.']",D,high_school_geography,"[TextBlock(text='B) chikumbaridzo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nzvimbo yekunze inoshandirwa nenzvimbo yemudhorobha inonzi\n A)redline area B)chikumbaridzo C)range D)Nzvimbo iri mhiri kwegungwa kana kumahombekombe kwerwizi.'}]}]",B,0
Tsanangudzo yakakwana yezvinoreva nzvimbo yedhorobha ndeyekuti,"['guta repakati nenzvimbo dzaro dzakasimukira.', 'guta repakati nemasabhabha aro akapoteredza.', 'guta repakati nenzvimbo dziri kure neguta.', 'guta repakati nematunhu ari pedyo.']",B,high_school_geography,"[TextBlock(text='B) guta repakati nemasabhabha aro akapoteredza', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsanangudzo yakakwana yezvinoreva nzvimbo yedhorobha ndeyekuti\n A)guta repakati nenzvimbo dzaro dzakasimukira. B)guta repakati nemasabhabha aro akapoteredza. C)guta repakati nenzvimbo dziri kure neguta. D)guta repakati nematunhu ari pedyo.'}]}]",B,1
Ndechipi zvitendero chakave chekutanga kusimukira pane zvinotevera?,"['chiBhudha', 'Chikirisitu', 'ChiIslam', 'ChiHindu']",D,high_school_geography,"[TextBlock(text='D) ChiHindu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi zvitendero chakave chekutanga kusimukira pane zvinotevera?\n A)chiBhudha B)Chikirisitu C)ChiIslam D)ChiHindu'}]}]",D,1
Ndechipi chezvinotevera chisiri chimiro chamaguta enyika?,"['maguta emunyika yose ane muzinda wema transnational corporations akawanda', 'maguta enyika yose ane mubatanidzwa wemaguta echikamu chepasi ', 'maguta enyika yose anemahofisi akawanda ema muultinational organisations', 'Maguta epasi rose anowanikwa chete kuchamhembe nekumadokero kwenyika']",D,high_school_geography,"[TextBlock(text='D) Maguta epasi rose anowanikwa chete kuchamhembe nekumadokero kwenyika', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chezvinotevera chisiri chimiro chamaguta enyika?\n A)maguta emunyika yose ane muzinda wema transnational corporations akawanda B)maguta enyika yose ane mubatanidzwa wemaguta echikamu chepasi  C)maguta enyika yose anemahofisi akawanda ema muultinational organisations D)Maguta epasi rose anowanikwa chete kuchamhembe nekumadokero kwenyika'}]}]",D,1
Nderupi rudzi rwezvifambiso rwakagadzira chimiro che star-shaped pattern yedhorobha,"['Nzira dzinoenda kunokwirwa ndege dzichibatanidza maguta', 'Nzira dzino batanidza matunhu nemaguta', 'Nzira dzinotenderedza maguta', 'Zvitima nemabhazi emumaguta anowedzera kufamba kubva mumaguta']",D,high_school_geography,"[TextBlock(text='B) Nzira dzino batanidza matunhu nemaguta', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nderupi rudzi rwezvifambiso rwakagadzira chimiro che star-shaped pattern yedhorobha\n A)Nzira dzinoenda kunokwirwa ndege dzichibatanidza maguta B)Nzira dzino batanidza matunhu nemaguta C)Nzira dzinotenderedza maguta D)Zvitima nemabhazi emumaguta anowedzera kufamba kubva mumaguta'}]}]",B,0
Ndeapi madhorobha ekuUS pane ari pasi kwaungawana nharaunda dzakarongwa?,"['maghetto', 'Masabhabha', 'CBDs', 'Transition Zones']",B,high_school_geography,"[TextBlock(text='A) maghetto', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeapi madhorobha ekuUS pane ari pasi kwaungawana nharaunda dzakarongwa?\n A)maghetto B)Masabhabha C)CBDs D)Transition Zones'}]}]",A,0
Latitude nelongitude coordinates enzvimbo meunzaniso we,"['Dunhu rakarongeka', 'dunhu rinoshandika', 'nzvimbo yakakwana', 'nzvimbo yekuenzanisa']",C,high_school_geography,"[TextBlock(text='A) Dunhu rakarongeka', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Latitude nelongitude coordinates enzvimbo meunzaniso we\n A)Dunhu rakarongeka B)dunhu rinoshandika C)nzvimbo yakakwana D)nzvimbo yekuenzanisa'}]}]",A,0
Mubatanidzwa wokuzvidira wenyika nhatu kanakupfuura dzinodisa kurega mwero wakati wokuzvitonga unonzi,"['kuzivikanwa nenyika yako uye kutsigira zvido zvayo,', 'kubvisa kwemasimba kubva kuhurumende yepakati yenyika inozvitonga kuenda kudanho repasi sedunhu', 'kushandidzana kwenyika pamwe chete nekupa mwero wehuchangamire kuti dzive nhengo yesangano repasi rose', 'hukama kana mamiriro evanhu kana nyika  mbiri kana kupfuura dzakasiyana anovandudzwa']",C,high_school_geography,"[TextBlock(text='C) kubvisa kwemasimba kubva kuhurumende yepakati yenyika inozvitonga kuenda kudanho repasi sedunhu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mubatanidzwa wokuzvidira wenyika nhatu kanakupfuura dzinodisa kurega mwero wakati wokuzvitonga unonzi\n A)kuzivikanwa nenyika yako uye kutsigira zvido zvayo B) C)kubvisa kwemasimba kubva kuhurumende yepakati yenyika inozvitonga kuenda kudanho repasi sedunhu D)kushandidzana kwenyika pamwe chete nekupa mwero wehuchangamire kuti dzive nhengo yesangano repasi rose'}]}]",C,1
Chinhu chakakosha Thomas Malthus akatadza kuziva mudzidziso yake yehuwandu  chaive,"['uwanndu hwevanhu hwakaganurirwa nezvavano rarama nazvo', 'Uwandu hwevanhu hune mukana wekuwedzera kupfuura mwero wekuwedzera chaiwo', 'hondo nenzara zvinokanganisa kuberekana', 'tekinoroji inogona kusimudzira zvinogonekwa kutakurwa nePasi rose.']",D,high_school_geography,"[TextBlock(text='D) tekinoroji inogona kusimudzira zvinogonekwa kutakurwa nePasi rose.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Chinhu chakakosha Thomas Malthus akatadza kuziva mudzidziso yake yehuwandu  chaive\n A)uwanndu hwevanhu hwakaganurirwa nezvavano rarama nazvo B)Uwandu hwevanhu hune mukana wekuwedzera kupfuura mwero wekuwedzera chaiwo C)hondo nenzara zvinokanganisa kuberekana D)tekinoroji inogona kusimudzira zvinogonekwa kutakurwa nePasi rose.'}]}]",D,1
Ndezvipi zvitendero zviviri munyika dzakwanda?,"['chiIslam ne Judaism', 'Judaism ne chiBhudha', 'chiHindu nechiBhudha.', 'Chikirisity nechiBhudha']",D,high_school_geography,"[TextBlock(text='A) chiIslam ne Judaism', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndezvipi zvitendero zviviri munyika dzakwanda?\n A)chiIslam ne Judaism B)Judaism ne chiBhudha C)chiHindu nechiBhudha. D)Chikirisity nechiBhudha'}]}]",A,0
Ndeyipi mhando ye urban model  inofungidzira kuti nzvimbo dzekugara dzekurenda zvonodhura dzinokura kunze kubva pakati peguta pamwe nemigwagwa mikuru apo vanorenda mari shoma vachitora nzvimbo zvishoma nezvishoma,"['Concentric zonemodel', 'Central place model', 'Urban realms model', 'sector model']",D,high_school_geography,"[TextBlock(text='A) Concentric zone model', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeyipi mhando ye urban model  inofungidzira kuti nzvimbo dzekugara dzekurenda zvonodhura dzinokura kunze kubva pakati peguta pamwe nemigwagwa mikuru apo vanorenda mari shoma vachitora nzvimbo zvishoma nezvishoma\n A)Concentric zonemodel B)Central place model C)Urban realms model D)sector model'}]}]",A,0
Kana nyika ika sanganisa chinamato ne hurument zvinonzi,"[' udzvinyiriri', 'theocracy', 'democracy', 'umbimbindoga']",B,high_school_geography,"[TextBlock(text='B) theocracy', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kana nyika ika sanganisa chinamato ne hurument zvinonzi\n A) udzvinyiriri B)theocracy C)democracy D)umbimbindoga'}]}]",B,1
Chinamato chikuru chinoitwa mu Europe ndechipi,"['Chikirisitu', 'Isiramu', 'ChiHindu', 'ChiAnimism']",A,high_school_geography,"[TextBlock(text='A) Chikirisitu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Chinamato chikuru chinoitwa mu Europe ndechipi\n A)Chikirisitu B)Isiramu C)ChiHindu D)ChiAnimism'}]}]",A,1
Iboka ripi rakagadza nzvimbo yokutanga inobudirira yekugara kumabvazuva kweUnited States?,"['French', 'British( English, Scotch-Irish, Welsh, Scottish)', 'Russian', 'Chinese']",B,high_school_geography,"[TextBlock(text='B) British (English)', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Iboka ripi rakagadza nzvimbo yokutanga inobudirira yekugara kumabvazuva kweUnited States?\n A)French B)British( English C)Scotch-Irish D)Welsh'}]}]",B,1
Piramidhi yehuwandu kana chimiro chezera nekuti uri murume here kanamukadzi rinoratidza zvese zvinotevera pamusoro pehuwandu kunze kwe...,"['Ramangwana revanhu rekushandisa zvinodiwa nehuwandu', 'kukanganisa kwe ""kuwanza vana vadiki"" muuwandu wevanhu', 'kukanganisa kwehondo muuhwandu hwevanhu', 'kukurumidza kuona kuratidzwa kwehuwandu hwevanhu']",B,high_school_geography,"[TextBlock(text='B) kukanganisa kwe ""kuwanza vana vadiki"" muuwandu wevanhu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Piramidhi yehuwandu kana chimiro chezera nekuti uri murume here kanamukadzi rinoratidza zvese zvinotevera pamusoro pehuwandu kunze kwe...\n A)Ramangwana revanhu rekushandisa zvinodiwa nehuwandu B)kukanganisa kwe ""kuwanza vana vadiki"" muuwandu wevanhu C)kukanganisa kwehondo muuhwandu hwevanhu D)kukurumidza kuona kuratidzwa kwehuwandu hwevanhu'}]}]",B,1
Rhine River muenzaniso upi  werudzi rwe miganhu ,"['geometric', 'aina kusikwa akadaro', 'masikirwo', 'ekare.']",C,high_school_geography,"[TextBlock(text='B) aina kusikwa akadaro', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Rhine River muenzaniso upi  werudzi rwe miganhu \n A)geometric B)aina kusikwa akadaro C)masikirwo D)ekare.'}]}]",B,0
Ndeipi mhando yechiitiko cheupfumi chinonyanya  kusungirirwa munharaunda,"['primary', 'Secondary', 'Tertiary', 'Quaternary']",A,high_school_geography,"[TextBlock(text='A) primary\n\nPrimary economic activities are those that directly extract natural resources from the environment, such as farming, mining, fishing, and forestry. These activities are typically location-dependent as they rely on the natural resources available in a specific area.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeipi mhando yechiitiko cheupfumi chinonyanya  kusungirirwa munharaunda\n A)primary B)Secondary C)Tertiary D)Quaternary'}]}]",A,1
Ruzhinji rwevashandi vari munyika dzakaganhurana vangango shanda mumhando dzipi dzeziitwa zveupfumi,"['primary', 'secondary', 'Tertiary', 'Quaternary']",A,high_school_geography,"[TextBlock(text='A) primary', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ruzhinji rwevashandi vari munyika dzakaganhurana vangango shanda mumhando dzipi dzeziitwa zveupfumi\n A)primary B)secondary C)Tertiary D)Quaternary'}]}]",A,1
Ose anotevera mabasa asiri ekutanga muguta kunze kwe..,"['mudzimi wemoto muguta', 'mushandi wevanhu', 'mugezesi wembatya', 'mushandi wekugadzira machira']",D,high_school_geography,"[TextBlock(text='B) mushandi wevanhu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ose anotevera mabasa asiri ekutanga muguta kunze kwe..\n A)mudzimi wemoto muguta B)mushandi wevanhu C)mugezesi wembatya D)mushandi wekugadzira machira'}]}]",B,0
Transitional corporations vanogovera mashandiro avo,"['kugadzira zvinhu uko mutengo wekugadzira uri wepamusoro.', 'kuita accounting uye masevhisi ekutsvagisa uko kune hupfumi.', 'kubva pakuenzanisa mukana.', 'vane mahofisi makuru ekambani ari mumaLDCs.']",C,high_school_geography,"[TextBlock(text='B) kuita accounting uye masevhisi ekutsvagisa uko kune hupfumi', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Transitional corporations vanogovera mashandiro avo\n A)kugadzira zvinhu uko mutengo wekugadzira uri wepamusoro. B)kuita accounting uye masevhisi ekutsvagisa uko kune hupfumi. C)kubva pakuenzanisa mukana. D)vane mahofisi makuru ekambani ari mumaLDCs.'}]}]",B,0
Ndechipi chezvinotevera chisinganyanyo dyidzane nekuvandudzwa kwenzvimbo dzose,"['Chifukidzo chakadzika chezvinhu zvakasununguka', 'Kuwanda kwemateru akapfava', 'Mafashamo anoitika kazhinji', 'Kutsemuka kwakadzika uye kukukurwa kweivhu.']",D,high_school_geography,"[TextBlock(text='D) Kutsemuka kwakadzika uye kukukurwa kweivhu.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chezvinotevera chisinganyanyo dyidzane nekuvandudzwa kwenzvimbo dzose\n A)Chifukidzo chakadzika chezvinhu zvakasununguka B)Kuwanda kwemateru akapfava C)Mafashamo anoitika kazhinji D)Kutsemuka kwakadzika uye kukukurwa kweivhu.'}]}]",D,1
ndechipi chezvinotevera chisinganyanyi kuzviriritira mune zvakasikwa zviwanikwa zvinodiwa kuindasitiri yechizvino zvino.,"['United States', 'Japan', 'France', 'United Kingdom']",B,high_school_geography,"[TextBlock(text='B) Japan', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'ndechipi chezvinotevera chisinganyanyi kuzviriritira mune zvakasikwa zviwanikwa zvinodiwa kuindasitiri yechizvino zvino.\n A)United States B)Japan C)France D)United Kingdom'}]}]",B,1
Imwe yemhedzisiro yekumabva zuva-kumadokero kutaridzika kwegomo re Alpine system uye mapani ekuchamhembe kwekumadokero nepakati peEurope ndiko kuti,"['inodzikamisa mamiriro ekunze emugungwa eEurope kunzvimbo dzemahombekombe', 'inopa mukoto wekutaurirana pakati pekumaodzanyemba nekuchamhembe kweEurope', 'inogonesa mamiriro ekunze emugungwa kuti awedzere kumabvazuva kuGermany nePoland', 'zvinobudirira kudzivirira kufamba kwevanhu pakati pezvikamu zvenharaunda yeMediterranean']",C,high_school_geography,"[TextBlock(text='B) inopa mukoto wekutaurirana pakati pekumaodzanyemba nekuchamhembe kweEurope', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imwe yemhedzisiro yekumabva zuva-kumadokero kutaridzika kwegomo re Alpine system uye mapani ekuchamhembe kwekumadokero nepakati peEurope ndiko kuti\n A)inodzikamisa mamiriro ekunze emugungwa eEurope kunzvimbo dzemahombekombe B)inopa mukoto wekutaurirana pakati pekumaodzanyemba nekuchamhembe kweEurope C)inogonesa mamiriro ekunze emugungwa kuti awedzere kumabvazuva kuGermany nePoland D)zvinobudirira kudzivirira kufamba kwevanhu pakati pezvikamu zvenharaunda yeMediterranean'}]}]",B,0
Temberi yechiHindu yakakurisa mukuvakwa kwayo pasi rino rese inwanikwa ku,"['Calcutta.', 'Bombay.', 'Cambodia.', 'Bali.']",C,high_school_geography,"[TextBlock(text='C) Cambodia', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Temberi yechiHindu yakakurisa mukuvakwa kwayo pasi rino rese inwanikwa ku\n A)Calcutta. B)Bombay. C)Cambodia. D)Bali.'}]}]",C,1
Nderipi izwi rino tsanangura masimba anobatanidza nekusimbisa nyika?,"['Diffusion', 'Centrifigal', 'Centripetal', 'Ethnocentric']",C,high_school_geography,"[TextBlock(text='C) Centripetal', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nderipi izwi rino tsanangura masimba anobatanidza nekusimbisa nyika?\n A)Diffusion B)Centrifigal C)Centripetal D)Ethnocentric'}]}]",C,1
Ndezvipi zvinyorwa zvinonyatso tsanangudza mashandiro eS-curve?,"['Girafu rekutama kwemaBantu', 'Girafu rekukwirira kwehuwandu hwevanhu kubva pavakawonekwa panyika', 'chati rokuratidza kuti maguta anobatana zvichienderana nekukura kweuwandu hwevanhu', 'Model yekuratidza kudzika kwekukura kwehuwandu munyika dzakawanda mushure mekuve nemaindasitiri']",D,high_school_geography,"[TextBlock(text='B) Girafu rekukwirira kwehuwandu hwevanhu kubva pavakawonekwa panyika', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndezvipi zvinyorwa zvinonyatso tsanangudza mashandiro eS-curve?\n A)Girafu rekutama kwemaBantu B)Girafu rekukwirira kwehuwandu hwevanhu kubva pavakawonekwa panyika C)chati rokuratidza kuti maguta anobatana zvichienderana nekukura kweuwandu hwevanhu D)Model yekuratidza kudzika kwekukura kwehuwandu munyika dzakawanda mushure mekuve nemaindasitiri'}]}]",B,0
Ndechipi chezvinotevera chisiri dambudziko kuhurumende,"['Transnational Corporations', 'EU', 'World Trade organisation', 'Network yakanaka yekufambisa']",D,high_school_geography,"[TextBlock(text='D) Network yakanaka yekufambisa', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chezvinotevera chisiri dambudziko kuhurumende\n A)Transnational Corporations B)EU C)World Trade organisation D)Network yakanaka yekufambisa'}]}]",D,1
"Zvikwata zvemitambo yenyika, mireza, nziyo uye mazororo enyika zvose  zvinosimudzira","['kuzivikanwa nenyika yako uye kutsigira zvido zvayo,', 'sectrianism', 'kusagadzikana kwematongerwo enyika', 'Kukakavadzana kunoshanda']",A,high_school_geography,"[TextBlock(text='A) kuzivikanwa nenyika yako uye kutsigira zvido zvayo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zvikwata zvemitambo yenyika, mireza, nziyo uye mazororo enyika zvose  zvinosimudzira\n A)kuzivikanwa nenyika yako uye kutsigira zvido zvayo B) C)sectrianism D)kusagadzikana kwematongerwo enyika'}]}]",A,1
"Nzira iyo vanhu vanobva kunedzimwe nyika vanobatana nayo tsika, mutauro uye tsika dzenyika yavo itsva inonzi?","['assimilation', 'acculturation', 'adaptation', 'amalgamation']",B,high_school_geography,"[TextBlock(text='B) acculturation', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nzira iyo vanhu vanobva kunedzimwe nyika vanobatana nayo tsika, mutauro uye tsika dzenyika yavo itsva inonzi?\n A)assimilation B)acculturation C)adaptation D)amalgamation'}]}]",B,1
Panechipi chezvinotevera panogona kunyatso ratidza  chinhambo chechokwadi chenzvimbogwara rechokwadi saizi yechokwadi uye chimiro chechokwadii,"['A Mercator projection', 'A globe', 'A conic projection', 'A gnomonic projection']",B,high_school_geography,"[TextBlock(text='B) A globe', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Panechipi chezvinotevera panogona kunyatso ratidza  chinhambo chechokwadi chenzvimbogwara rechokwadi saizi yechokwadi uye chimiro chechokwadii\n A)A Mercator projection B)A globe C)A conic projection D)A gnomonic projection'}]}]",B,1
Ndechipi chezvinotevera chinogona kutorwa sechinhu choshanda zvemhando yepapamusoro soro?,"['Chitoro chaWinn-Dixie', 'Chitoro chemaMercedes- Benz ', 'chitoro chebhutsu', 'Chiremba wemhuri']",B,high_school_geography,"[TextBlock(text='B) Chitoro chemaMercedes-Benz', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chezvinotevera chinogona kutorwa sechinhu choshanda zvemhando yepapamusoro soro?\n A)Chitoro chaWinn-Dixie B)Chitoro chemaMercedes- Benz  C)chitoro chebhutsu D)Chiremba wemhuri'}]}]",B,1
Ndeupi geographer akawona nharaunda yemadhorobha mu US kuma 1921s semhete dzakasimba dzinopenya kunze kubva pakati nepakati,"['Rostow', 'Ravenstein', 'Von Thunen', 'Burgess']",D,high_school_geography,"[TextBlock(text='D) Burgess', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeupi geographer akawona nharaunda yemadhorobha mu US kuma 1921s semhete dzakasimba dzinopenya kunze kubva pakati nepakati\n A)Rostow B)Ravenstein C)Von Thunen D)Burgess'}]}]",D,1
"Kuenda kuchikoro tose mangwanani, tinochishandisa sechinotipa riuzivo","['Rand-McNally Road Atlas', 'world globe', 'mepu yenzira', 'mepu yepfungwa']",D,high_school_geography,"[TextBlock(text='C) mepu yenzira', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuenda kuchikoro tose mangwanani, tinochishandisa sechinotipa riuzivo\n A)Rand-McNally Road Atlas B)world globe C)mepu yenzira D)mepu yepfungwa'}]}]",C,0
"Pane izvi, mepu inoshandisa  chikero chidiki inonzi mepu ye....","['A Mector projecction', 'Atlanta, Georgia', 'Mainstreet, Small town, Ohio', 'Pennsylvania']",A,high_school_geography,"[TextBlock(text='A) Mector projecction', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Pane izvi, mepu inoshandisa  chikero chidiki inonzi mepu ye....\n A)A Mector projecction B)Atlanta C)Georgia D)Mainstreet'}]}]",A,1
