question,choices,answer,subject,llm,prompt,llm_answer,accuracy
"Ọ bụrụ na m chọrọ ibugara nwanne nne m nke bi na Poughkeepsie obere ọla mma bara ezigbo uru, kedụ ụdị ụgbọ njem ga akachaa edo anya?","['Gwongworo', 'Ikuku', 'Ụgbọ mmiri ', 'okporo ụzọ oloko']",B,high_school_geography,"[TextBlock(text='A) Gwongworo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ọ bụrụ na m chọrọ ibugara nwanne nne m nke bi na Poughkeepsie obere ọla mma bara ezigbo uru, kedụ ụdị ụgbọ njem ga akachaa edo anya?\n A)Gwongworo B)Ikuku C)Ụgbọ mmiri  D)okporo ụzọ oloko'}]}]",A,0
Kedu n'ime ndị a bụ mpaghara na-arụ ọrụ?,"['Dixie', 'Pennsylvania', 'Mpaghara ahịa nke Winn-Dixie', 'Pacific Northwest']",C,high_school_geography,"[TextBlock(text='B) Pennsylvania', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu n'ime ndị a bụ mpaghara na-arụ ọrụ?\n A)Dixie B)Pennsylvania C)Mpaghara ahịa nke Winn-Dixie D)Pacific Northwest""}]}]",B,0
Kedu ụdị ihe nlereanya obodo nwere ọkpụkpụ azụ ebe obibi dị iche na-esi na etiti obodo na-aga n'akụkụ nnukwu ọnụ ụzọ?,"['European ', 'Muslim', 'Sub-Saharan African ', 'Latin American']",D,high_school_geography,"[TextBlock(text='B) Muslim', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu ụdị ihe nlereanya obodo nwere ọkpụkpụ azụ ebe obibi dị iche na-esi na etiti obodo na-aga n'akụkụ nnukwu ọnụ ụzọ?\n A)European  B)Muslim C)Sub-Saharan African  D)Latin American""}]}]",B,0
Kedu ezinaụlọ ọtụtụ asụsụ Europe sonyere?,"['Ural-Altaic', 'Basque', 'Indo-European', 'Indo-European']",C,high_school_geography,"[TextBlock(text='C) Indo-European', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kedu ezinaụlọ ọtụtụ asụsụ Europe sonyere?\n A)Ural-Altaic B)Basque C)Indo-European D)Indo-European'}]}]",C,1
"Gịnị ka okwu nkewapụ agburu, mkpochapụ agbụrụ, na imekọ ihe  nwekọrọ ọnụ?","[""Ha niile mere na Nazi Germany n'oge Agha Ụwa Mbụ."", 'Ha bụ ụzọ nkewa ebe obibi dị iche iche.', 'Ha niile bụ ụzọ isi jikọta agbụrụ dị iche iche na mpaghara.', 'Ha bụ okwu dị iche iche maka otu echiche.']",B,high_school_geography,"[TextBlock(text='D) Ha bụ okwu dị iche iche maka otu echiche.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Gịnị ka okwu nkewapụ agburu, mkpochapụ agbụrụ, na imekọ ihe  nwekọrọ ọnụ?\n A)Ha niile mere na Nazi Germany n'oge Agha Ụwa Mbụ. B)Ha bụ ụzọ nkewa ebe obibi dị iche iche. C)Ha niile bụ ụzọ isi jikọta agbụrụ dị iche iche na mpaghara. D)Ha bụ okwu dị iche iche maka otu echiche.""}]}]",D,0
Kedu otu n'ime nkwụpụta nọ n'okpuru na-akọwa ndị mbughari bi na Europe nke ọma?,"['Ọtụtụ na-achọta na ịbụ nwa amaala dị mfe ịnweta na mba ndị ọbịa.', 'Ndị Alakụba si North Africa kwabatara nke ọma na France.', ""Ndị kwabatara n'obodo Europe anaghị ebute ezinaụlọ ha."", 'A na-amachibidokarị ha na mpaghara ụfọdụ.']",D,high_school_geography,"[TextBlock(text='D) A na-amachibidokarị ha na mpaghara ụfọdụ.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu otu n'ime nkwụpụta nọ n'okpuru na-akọwa ndị mbughari bi na Europe nke ọma?\n A)Ọtụtụ na-achọta na ịbụ nwa amaala dị mfe ịnweta na mba ndị ọbịa. B)Ndị Alakụba si North Africa kwabatara nke ọma na France. C)Ndị kwabatara n'obodo Europe anaghị ebute ezinaụlọ ha. D)A na-amachibidokarị ha na mpaghara ụfọdụ.""}]}]",D,1
Kedu ihe omume ndị na-abụghị ọrụ akụ na ụba nke abụọ na ndị a?,"['na-agbakọta mpempe ụgbọ ala', 'Ịkwa uwe elu', 'Ngwuputa kọpa', 'Ijikọta akwụkwọ']",C,high_school_geography,"[TextBlock(text='B) Ịkwa uwe elu', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kedu ihe omume ndị na-abụghị ọrụ akụ na ụba nke abụọ na ndị a?\n A)na-agbakọta mpempe ụgbọ ala B)Ịkwa uwe elu C)Ngwuputa kọpa D)Ijikọta akwụkwọ'}]}]",B,0
Johnny na Susie na-akwaga Scotland ka ha rụgharịa ma biri na nnukwu ụlọ ezinaụlọ. Gịnị na-eme njem ha ka ọ bụrụ mbughari?,"['Ha na-agafe ókè-ala obodo ozo.', 'Ha ejighi ihe ọbula aga.', 'Nkwapụ ha na-adịgide adịgide.', 'Ha ga-apụ ihe karịrị otu afọ.']",C,high_school_geography,"[TextBlock(text='A) Ha na-agafe ókè-ala obodo ozo.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Johnny na Susie na-akwaga Scotland ka ha rụgharịa ma biri na nnukwu ụlọ ezinaụlọ. Gịnị na-eme njem ha ka ọ bụrụ mbughari?\n A)Ha na-agafe ókè-ala obodo ozo. B)Ha ejighi ihe ọbula aga. C)Nkwapụ ha na-adịgide adịgide. D)Ha ga-apụ ihe karịrị otu afọ.'}]}]",A,0
Kedu n'ime ihe ndị a bụ steeti?,"['Antarctica', 'American Samoa', 'Egypt ', 'Marshall Islands']",C,high_school_geography,"[TextBlock(text='C) Egypt', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu n'ime ihe ndị a bụ steeti?\n A)Antarctica B)American Samoa C)Egypt  D)Marshall Islands""}]}]",C,1
Kedu mmanụ ọkụ kacha we dị nke ukwuu?,"['Phosphate', 'Mmanụ ', 'Mmanụ ụgbọ ala', 'Coal']",D,high_school_geography,"[TextBlock(text='B) Mmanụ', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kedu mmanụ ọkụ kacha we dị nke ukwuu?\n A)Phosphate B)Mmanụ  C)Mmanụ ụgbọ ala D)Coal'}]}]",B,0
Ọjụjụ ma ọ bụ enweghị mmasị n'okpukperechi n'obodo ka a na-akpọ,"[""nkweye n'ọtụtụ chi"", ""nkweye n'ikpere ihe ekere eke"", ""ọjụjụ n'ikpere Chineke"", ""nkweye n'otu chi""]",C,high_school_geography,"[TextBlock(text=""A) nkweye n'ọtụtụ chi"", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ọjụjụ ma ọ bụ enweghị mmasị n'okpukperechi n'obodo ka a na-akpọ\n A)nkweye n'ọtụtụ chi B)nkweye n'ikpere ihe ekere eke C)ọjụjụ n'ikpere Chineke D)nkweye n'otu chi""}]}]",,0
"N'ime akụ na ụba mgbe ebe mmepụta ihe bịachara, kedu n'ime ihe ndị a a na-ewere dị ka ihe kacha mkpa iji bulie nrụpụta?","['Ike', 'Ọrụ', 'Ozi', 'Ọpụrụiche ']",C,high_school_geography,"[TextBlock(text='B) Ọrụ', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""N'ime akụ na ụba mgbe ebe mmepụta ihe bịachara, kedu n'ime ihe ndị a a na-ewere dị ka ihe kacha mkpa iji bulie nrụpụta?\n A)Ike B)Ọrụ C)Ozi D)Ọpụrụiche ""}]}]",B,0
Obodo jiri okpukpu abụọ karịa obodo na-esote obodo ọzọ kachasị ibu ka a na-akpọ ,"['obodo zuru ụwa ọnụ', 'obodo na-achi ụwa', 'obodo jụpụtara na mmadụ', 'obodo praimeeti']",D,high_school_geography,"[TextBlock(text='A) obodo zuru ụwa ọnụ', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Obodo jiri okpukpu abụọ karịa obodo na-esote obodo ọzọ kachasị ibu ka a na-akpọ \n A)obodo zuru ụwa ọnụ B)obodo na-achi ụwa C)obodo jụpụtara na mmadụ D)obodo praimeeti'}]}]",A,0
Obodo ọ bụla nwere oke osimiri nwere mpaghara akụ na ụba pụrụ iche (EEZ) n'okpuru nkwekọrịta UN na Iwu Oké Osimiri. Kedu otu n'ime okwu ndị a gbasara Iwu oke osimiri na EEZ n'ezighi ezi?,"[""EEZ na-agbatị ihe ruru 200 nautical miles (370 km) site n'ụsọ oké osimiri."", ""Mba dị iche iche nwere ikike iji akụ ndị sitere n'okike na EEZ ha."", 'Mba dị iche iche nwere ike iji ihe onwunwe na continental shelf na-agbatị ruo 350 nautical miles (560 km) gafere EEZ ha eme ihe.', 'Obodo enweghị ikike iji ihe eji ebi ndụ eme ihe na EEZ ya.']",D,high_school_geography,"[TextBlock(text=""A) EEZ na-agbatị ihe ruru 200 nautical miles (370 km) site n'ụsọ oké osimiri."", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Obodo ọ bụla nwere oke osimiri nwere mpaghara akụ na ụba pụrụ iche (EEZ) n'okpuru nkwekọrịta UN na Iwu Oké Osimiri. Kedu otu n'ime okwu ndị a gbasara Iwu oke osimiri na EEZ n'ezighi ezi?\n A)EEZ na-agbatị ihe ruru 200 nautical miles (370 km) site n'ụsọ oké osimiri. B)Mba dị iche iche nwere ikike iji akụ ndị sitere n'okike na EEZ ha. C)Mba dị iche iche nwere ike iji ihe onwunwe na continental shelf na-agbatị ruo 350 nautical miles (560 km) gafere EEZ ha eme ihe. D)Obodo enweghị ikike iji ihe eji ebi ndụ eme ihe na EEZ ya.""}]}]",,0
Kedu n'ime ihe ndị a nke ga-enwekari nrụgide ọnụọgụgụ ndị mmadụ?,"[""Otu ụlọ ọrụ mmepụta ihe nwere nnukwu akụ sitere n'okike na nnukwu mbubata nri"", 'Otu obodo nwere ngalaba ọrụ ugbo nwere nnukwu igwe', 'Nke na-abụghị ecumene', 'Otu ndi ọrụ ugbo na-egbutu na oku']",D,high_school_geography,"[TextBlock(text=""A) Otu ụlọ ọrụ mmepụta ihe nwere nnukwu akụ sitere n'okike na nnukwu mbubata nri"", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu n'ime ihe ndị a nke ga-enwekari nrụgide ọnụọgụgụ ndị mmadụ?\n A)Otu ụlọ ọrụ mmepụta ihe nwere nnukwu akụ sitere n'okike na nnukwu mbubata nri B)Otu obodo nwere ngalaba ọrụ ugbo nwere nnukwu igwe C)Nke na-abụghị ecumene D)Otu ndi ọrụ ugbo na-egbutu na oku""}]}]",,0
"Akụkụ nke ókè nọ n'agbata United States na Mexico bụ Rio Grande, ihe atụ nke","['ihe nkebi mmiri', 'ụzọ mmiri', 'Ókè aka mere', 'Ókè nke okike']",D,high_school_geography,"[TextBlock(text='A) ihe nkebi mmiri', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Akụkụ nke ókè nọ n'agbata United States na Mexico bụ Rio Grande, ihe atụ nke\n A)ihe nkebi mmiri B)ụzọ mmiri C)Ókè aka mere D)Ókè nke okike""}]}]",A,0
"Mgbe anyị na-ekwu maka mgbasa nke àgwà omenala, gịnị bu ebumnuche anyị mgbe anyị siri ""hearth""?","['ebe ị na-ga', 'Ebe mmalite', ""Ebe niile n'akụkụ ụzọ mgbasasi"", 'Ebe ngosi']",B,high_school_geography,"[TextBlock(text='B) Ebe mmalite', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mgbe anyị na-ekwu maka mgbasa nke àgwà omenala, gịnị bu ebumnuche anyị mgbe anyị siri ""hearth""?\n A)ebe ị na-ga B)Ebe mmalite C)Ebe niile n\'akụkụ ụzọ mgbasasi D)Ebe ngosi'}]}]",B,1
Ebe dị anya n'ebe ugwu na ndịda nke equator bụ,"['usoro grid zuru ụwa ọnụ', 'Prime Meridian', 'latitude.', 'longitude.']",C,high_school_geography,"[TextBlock(text='C) latitude', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Ebe dị anya n'ebe ugwu na ndịda nke equator bụ\n A)usoro grid zuru ụwa ọnụ B)Prime Meridian C)latitude. D)longitude.""}]}]",C,1
Kedu steeti na-enwekarị ikike ịkpe ikpe gbasara mpụ a na-eme n'ụgbọ mmiri?,"['Steeti osimiri', 'Steeti Alaa ọkọlọtọ', ""Steeti niile nwere ọn̄ụ n'ikike dị otu ahụ"", 'Ụlọ ikpe mba ụwa maka iwu nke oke osimiri']",B,international_law,"[TextBlock(text='A) Steeti osimiri\n\nThe flag state (steeti osimiri) has primary jurisdiction over piracy cases involving ships flying its flag. This is a fundamental principle of maritime law established by the United Nations Convention on the Law of the Sea (UNCLOS).', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu steeti na-enwekarị ikike ịkpe ikpe gbasara mpụ a na-eme n'ụgbọ mmiri?\n A)Steeti osimiri B)Steeti Alaa ọkọlọtọ C)Steeti niile nwere ọn̄ụ n'ikike dị otu ahụ D)Ụlọ ikpe mba ụwa maka iwu nke oke osimiri""}]}]",A,0
Kedu ụzọ ọrụ nchekwa (Responsibility to Protect R2P) si dị iche na enyemaka mmadụ?,"[""R2P bụ n'ezie otu ihe dị ka enyemaka mmadụ"", 'R2P chọrọ oku maka enyemaka sitere na Steeti nọ na nsogbu', ""R2P adịchaghị aka ike n'ihi na ọ chọrọ ntinye UNSC ma ebumnuche ya bụ igbochi nsogbu mmadụ."", 'R2P na-agụnye ndị agha mgbe niile, ebe enyemaka mmadụ agunyeghị ya']",C,international_law,"[TextBlock(text=""C) R2P adịchaghị aka ike n'ihi na ọ chọrọ ntinye UNSC ma ebumnuche ya bụ igbochi nsogbu mmadụ."", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu ụzọ ọrụ nchekwa (Responsibility to Protect R2P) si dị iche na enyemaka mmadụ?\n A)R2P bụ n'ezie otu ihe dị ka enyemaka mmadụ B)R2P chọrọ oku maka enyemaka sitere na Steeti nọ na nsogbu C)R2P adịchaghị aka ike n'ihi na ọ chọrọ ntinye UNSC ma ebumnuche ya bụ igbochi nsogbu mmadụ. D)R2P na-agụnye ndị agha mgbe niile""}]}]",,0
Gịnị bụ 'ụkpụrụ Lotus'?,"[""Ihe a na-akpọ ụkpụrụ Lotus bụ na 'nmachibido iwu na nnwere onwe nke steeti enweghị ike iche', ma ọ bụ, dịka e kwuworo ya, 'ihe ọ bụla a machibidoro iwu ka anabatara na iwu mba ụwa'"", 'Ihe a na-akpọ ụkpụrụ Lotus bụ na steeti nweere onwe ha ịhọrọ Ụlọikpe nke ha ga-anọ dozie esemokwu ha', ""Ihe a na-akpọ ụkpụrụ Lotus bụ na amachibidoghị steeti igosipụta mmanye ikike ịkpe ha n'oké osimiri"", 'Ihe a na-akpọ ụkpụrụ Lotus bụ na iwu omenala a na-enweta site na nchịkọta ịhe omume obodo na echiche ndị ọrụ ịkpe. ']",A,international_law,"[TextBlock(text=""A) Ihe a na-akpọ ụkpụrụ Lotus bụ na 'nmachibido iwu na nnwere onwe nke steeti enweghị ike iche"", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Gịnị bụ 'ụkpụrụ Lotus'?\n A)Ihe a na-akpọ ụkpụrụ Lotus bụ na 'nmachibido iwu na nnwere onwe nke steeti enweghị ike iche B)ma ọ bụ C)dịka e kwuworo ya D)ihe ọ bụla a machibidoro iwu ka anabatara na iwu mba ụwa""}]}]",,0
Kedu n'ime nkwụpụta  ndị a kacha kọwaa Iwu UK?,"['Naanị isi iyi nke iwu UK bụ nke onye ọchịchị', 'Iwu UK nyere ndị ọka ikpe ikike ịkagbu omume ndị omeiwu', ""Iwu UK enweghị koodu ma enwere ike ịhụ ya n'ọtụtụ ebe"", 'Iwu UK gbadoro ụkwụ na iwu nke ikike']",C,international_law,"[TextBlock(text=""C) Iwu UK enweghị koodu ma enwere ike ịhụ ya n'ọtụtụ ebe"", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu n'ime nkwụpụta  ndị a kacha kọwaa Iwu UK?\n A)Naanị isi iyi nke iwu UK bụ nke onye ọchịchị B)Iwu UK nyere ndị ọka ikpe ikike ịkagbu omume ndị omeiwu C)Iwu UK enweghị koodu ma enwere ike ịhụ ya n'ọtụtụ ebe D)Iwu UK gbadoro ụkwụ na iwu nke ikike""}]}]",,0
. Gịnị bụ okénaọrụ dịịrị idozi esemokwu n'ụzọ udo?,"[""Ọ bụ ọrụ nke rizọtụ, ya bụ, steeti nọ n'okpuru ọrụ siri ike idozi esemokwu ha ozugbo enwere ike"", 'Ọ bụ ọrụ dịịrị omume, ya bụ, steeti nwere ọrụ ịgbalị iji ụzọ udo dozie esemokwu ha.  Nke a anaghị agụnye ọrụ idozi esemokwu ha', ""Ọ bụ ụkpụrụ iwu mba ụwa niile na steeti niile nwere ikikere iwu iji chekwaa ebumnobi ha n'esemokwu ọbụla"", 'Ọ bụ ọrụ mmanye nke gbasara naanị ụlọikpe na ụlọikpe nchere oge nke mba ụwa']",B,international_law,"[TextBlock(text=""C) steeti nọ n'okpuru ọrụ siri ike idozi esemokwu ha ozugbo enwere ike"", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': "". Gịnị bụ okénaọrụ dịịrị idozi esemokwu n'ụzọ udo?\n A)Ọ bụ ọrụ nke rizọtụ B)ya bụ C)steeti nọ n'okpuru ọrụ siri ike idozi esemokwu ha ozugbo enwere ike D)Ọ bụ ọrụ dịịrị omume""}]}]",,0
Kedu otu n'ime nkwụpụta ndị a bụ ụgha?,"['Usoro 14 gbanwere kọmitii na-anụ okwu nnabata site na onye ọka ikpe atọ gaa na nhazi otu onye ọka ikpe.', 'Usoro14 tinyere ụkpụrụ ọhụrụ maka nnabata', 'Usoro 14 kagburu Commission nke Ikike Mmadụ', 'Usoro 14 gbatịrị oge ikpe nke Ụlọikpe na-ahụ maka Ikike Ndị Ruuru Mmadụ na Europe']",C,international_law,"[TextBlock(text='C) Usoro 14 kagburu Commission nke Ikike Mmadụ', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu otu n'ime nkwụpụta ndị a bụ ụgha?\n A)Usoro 14 gbanwere kọmitii na-anụ okwu nnabata site na onye ọka ikpe atọ gaa na nhazi otu onye ọka ikpe. B)Usoro14 tinyere ụkpụrụ ọhụrụ maka nnabata C)Usoro 14 kagburu Commission nke Ikike Mmadụ D)Usoro 14 gbatịrị oge ikpe nke Ụlọikpe na-ahụ maka Ikike Ndị Ruuru Mmadụ na Europe""}]}]",C,1
Kedu nke bụ 'nkume' n'okpuru UN Convention of the Law of the Sea (UNCLOS)?,"['Nkume bụ agwaetiti ndị na-erughị square maịlụ 10 ', 'Nkume bụ agwaetiti ndị na-enweghị mpaghara mmiri ọbụla', 'Nkume bụ agwaetiti ndị na-enweghị ike ịkwado ebe obibi mmadụ maọbụ ọnọdụ akụnaụba nke nwere onwe yana dịka isi ịwụ 121 (3) si kwuo, enweghị Mpaghara Akụnaụba Ọpụrụiche maọbụ kọntinental shelf. ', 'Nkume bụ obere agwaetiti ndị nwere ike ịkwado ebe obibi ndị mmadụ']",C,international_law,"[TextBlock(text='C) Nkume bụ agwaetiti ndị na-enweghị ike ịkwado ebe obibi mmadụ maọbụ ọnọdụ akụnaụba nke nwere onwe yana dịka isi ịwụ 121 (3) si kwuo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu nke bụ 'nkume' n'okpuru UN Convention of the Law of the Sea (UNCLOS)?\n A)Nkume bụ agwaetiti ndị na-erughị square maịlụ 10  B)Nkume bụ agwaetiti ndị na-enweghị mpaghara mmiri ọbụla C)Nkume bụ agwaetiti ndị na-enweghị ike ịkwado ebe obibi mmadụ maọbụ ọnọdụ akụnaụba nke nwere onwe yana dịka isi ịwụ 121 (3) si kwuo D)enweghị Mpaghara Akụnaụba Ọpụrụiche maọbụ kọntinental shelf. ""}]}]",C,1
Kedu ihe njirimara iwu mba ụwa pụtara?,"[""Ọ pụtara na ọ bụ sọsọ Steeti ka a na-ewere dị ka ndị nọ n'okpuru iwu mba ụwa"", ""Ọ pụtara inwe ikike na ọrụ n'okpuru iwu mba ụwa yana ikike ịmanye ihe ndị a site na ma ọ bụ megide onye omere dị mkpa"", 'Ọ pụtara na otu ụlọ ọrụ nwere ike ịma ikike nke Steeti aka', ""Ọ bụ okwu nke pụtara igosi ndị iwu, nke megidere, ndị mmadụ ahụrụ anya n'okpuru iwu mba ụwa""]",B,international_law,"[TextBlock(text=""B) Ọ pụtara inwe ikike na ọrụ n'okpuru iwu mba ụwa yana ikike ịmanye ihe ndị a site na ma ọ bụ megide onye omere dị mkpa"", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu ihe njirimara iwu mba ụwa pụtara?\n A)Ọ pụtara na ọ bụ sọsọ Steeti ka a na-ewere dị ka ndị nọ n'okpuru iwu mba ụwa B)Ọ pụtara inwe ikike na ọrụ n'okpuru iwu mba ụwa yana ikike ịmanye ihe ndị a site na ma ọ bụ megide onye omere dị mkpa C)Ọ pụtara na otu ụlọ ọrụ nwere ike ịma ikike nke Steeti aka D)Ọ bụ okwu nke pụtara igosi ndị iwu""}]}]",,0
Kedu n'ime ihe ndị a nke bụ usoro ikike ndị mmadụ nke dabere na nkwekọrịta?,"['Kọmitii ikike mmadụ nke UN', 'Otu Council Human Right nke UN', ""Nlebanya n'oge nke UN"", 'Ikike pụrụ iche nke UN']",A,international_law,"[TextBlock(text='A) Kọmitii ikike mmadụ nke UN', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu n'ime ihe ndị a nke bụ usoro ikike ndị mmadụ nke dabere na nkwekọrịta?\n A)Kọmitii ikike mmadụ nke UN B)Otu Council Human Right nke UN C)Nlebanya n'oge nke UN D)Ikike pụrụ iche nke UN""}]}]",A,1
Nkwubi okwu UN Vienna 1993 kwubiri na,"['Ikike nke ọgbọ nke atọ bụ ihe kacha mkpa', 'Ikike obodo na ọchịchị bụ isi ikike', ""Ụdị ikike niile enweghị ike kewaa, o jikọrọ ọnụ ma dabere n'onwe ha"", 'Enweghị ike ịmanye Ikike ọha na eze na akụ na ụba']",C,international_law,"[TextBlock(text='C) Ụdị ikike niile enweghị ike kewaa', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Nkwubi okwu UN Vienna 1993 kwubiri na\n A)Ikike nke ọgbọ nke atọ bụ ihe kacha mkpa B)Ikike obodo na ọchịchị bụ isi ikike C)Ụdị ikike niile enweghị ike kewaa D)o jikọrọ ọnụ ma dabere n'onwe ha""}]}]",C,1
Kedu ihe bụ isi mmalite nke mgbochi n'ihe gbasara òtù mba ụwa (IO)?,"['Isi mmalite nke mgbochi maka IOS bụ UN Charter', 'Isi mmalite nke mgbochi maka IOs bụ nkwekọrịta isi ụlọ ọrụ yana nkwekọrịta dị iche iche na-enye mgbochi ụfọdụ.', 'Isi mmalite nke mgbochi maka IOs bụ iwu ọdịnala', 'Isi mmalite nke mgbochi maka IOs bụ Mgbakọ Vienna na Diplomatic Immunities']",B,international_law,"[TextBlock(text='B) Isi mmalite nke mgbochi maka IOs bụ nkwekọrịta isi ụlọ ọrụ yana nkwekọrịta dị iche iche na-enye mgbochi ụfọdụ.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Kedu ihe bụ isi mmalite nke mgbochi n'ihe gbasara òtù mba ụwa (IO)?\n A)Isi mmalite nke mgbochi maka IOS bụ UN Charter B)Isi mmalite nke mgbochi maka IOs bụ nkwekọrịta isi ụlọ ọrụ yana nkwekọrịta dị iche iche na-enye mgbochi ụfọdụ. C)Isi mmalite nke mgbochi maka IOs bụ iwu ọdịnala D)Isi mmalite nke mgbochi maka IOs bụ Mgbakọ Vienna na Diplomatic Immunities""}]}]",B,1
Enwere ọkwa ọ bụla ma ọ bụ mkpa n'etiti Steeti n'okpuru iwu mba ụwa?,"['Ee, steeti ndị bụ ndị otu ntọala United Nations nwere ikike na ikike karịa', ""Ee, ndị otu ise na-adịgide adịgide nke UN Security Council (UK, USA, France, Russia, China) nọ n'ọnọdụ dị elu karịa Steeti ndị ọzọ."", 'Mba, a na-ahụta Steeti niile ka ha aha nha dị ka mba ndị nweere onwe ha (ụkpụrụ nke ịha nhatanha, nke etinyere na edemede 2, para 1 UN Charter)', ""Ma a ga-enwe ọkwa ọ bụla n'etiti Steeti bụ okwu nke otu mba ụwa ọ bụla ga-ekpebi""]",C,international_law,"[TextBlock(text=""A) Ee\n\nNke a bụ azịza ziri ezi n'ihi na n'okpuru iwu mba ụwa, steeti niile nwere ọkwa na ikike yiri onwe ha. Nke a bụ isi ntọala nke sovereign equality nke steeti niile, nke bụ otu n'ime usoro iwu mba ụwa. Ọ dịghị steeti ka nke ọzọ n'anya iwu, ọ bụ ezie na ha nwere ike ịdị iche n'ike ọchịchị, akụnụba ma ọ bụ mmetụta mba ụwa."", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': ""Enwere ọkwa ọ bụla ma ọ bụ mkpa n'etiti Steeti n'okpuru iwu mba ụwa?\n A)Ee B)steeti ndị bụ ndị otu ntọala United Nations nwere ikike na ikike karịa C)Ee D)ndị otu ise na-adịgide adịgide nke UN Security Council (UK""}]}]",,0
Kedu ihe bụ ozizi nkwupụta okwu nke nnabata?,"[' Nnabata bụ mkpebi siri ike maka ịdị adị nke steeti', 'Nnabata bụ naanị nkwupụta okwu nke steeti mana ọ bụghị mkpebi siri ike', 'Nnabata bụ naanị nkwubi okwu nke mmasị', 'Nnabata chọrọ nkwubi okwu sitere na steeti emepụtara ọhụrụ']",B,international_law,"[TextBlock(text='A) Nnabata bụ mkpebi siri ike maka ịdị adị nke steeti', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kedu ihe bụ ozizi nkwupụta okwu nke nnabata?\n A) Nnabata bụ mkpebi siri ike maka ịdị adị nke steeti B)Nnabata bụ naanị nkwupụta okwu nke steeti mana ọ bụghị mkpebi siri ike C)Nnabata bụ naanị nkwubi okwu nke mmasị D)Nnabata chọrọ nkwubi okwu sitere na steeti emepụtara ọhụrụ'}]}]",A,0
"Kedu ihe bụ ọrụ nke ""ọkọlọtọ-nhazi na diplomacy ikike mmadụ?","[""Ọkọlọtọ-nhazi pụtara itinye n'ihu ụkpụrụ iwu na-ejikọta ọnụ "", 'Ọkọlọtọ-nhazi pụtara naanị ịtụpụta ụkpụrụ iwu na-ejikọta ọnụ ', ""Ọkọlọtọ-nhazi pụtara itinye n'ihu ụkpụrụ iwu na-ejikọtaghị ọnụ "", 'Ọkọlọtọ-nhazi pụtara ịtọ ntọala ụfọdụ nke ụkpụrụ omume na nkwekọrịta ikike mmadụ']",C,international_law,"[TextBlock(text=""A) Ọkọlọtọ-nhazi pụtara itinye n'ihu ụkpụrụ iwu na-ejikọta ọnụ"", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kedu ihe bụ ọrụ nke ""ọkọlọtọ-nhazi na diplomacy ikike mmadụ?\n A)Ọkọlọtọ-nhazi pụtara itinye n\'ihu ụkpụrụ iwu na-ejikọta ọnụ  B)Ọkọlọtọ-nhazi pụtara naanị ịtụpụta ụkpụrụ iwu na-ejikọta ọnụ  C)Ọkọlọtọ-nhazi pụtara itinye n\'ihu ụkpụrụ iwu na-ejikọtaghị ọnụ  D)Ọkọlọtọ-nhazi pụtara ịtọ ntọala ụfọdụ nke ụkpụrụ omume na nkwekọrịta ikike mmadụ'}]}]",,0
